"library"	"collection"	"category"	"year"	"title"	"author"	"journal"	"book_title"	"editor"	"abstract"	"volume"	"issue"	"pages"	"publisher"	"place"	"institution"	"doi"	"url"	"note"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Responses of soil macroinvertebrate communities to Miscanthus cropping in different trace metal contaminated soils"	"Hedde, Mickaël ; van Oort, Folkert ; Boudon, Estelle ; Abonnel, Fabien ; Lamy, Isabelle"	"Biomass and Bioenergy"	NA	NA	"Nowadays, the influence of biomass plantations in polluted soils as a remediation strategy has mainly been considered in the view of phytoextraction, but little of soil biodiversity. Our objective was to assess the impact of Miscanthus×. giganteus plantations on soil macroinvertebrates in trace metal contaminated soils. We hypothesized (1) that miscanthus plantations host more numerous and diverse communities than comparable annual crop soils and (2) that functional traits permit to decrypt the biological strategies underlying invertebrate community response. We selected fields on sandy and loamy-clay soils contaminated either by urban wastewater or atmospheric deposition, respectively. Our results showed that in comparison to annual cropping systems, miscanthus plantation enhanced higher densities and diversity of soil invertebrates but not of ground-dwelling invertebrates. Miscanthus cropping led to an increase in the proportion of resident, detritivores and rhizophages species, and a trend was revealed for larger invertebrates. Thus, the use of a trait-based approach provided fine opportunities to elucidate invertebrate responses to land use changes in contaminated areas. © 2013 Elsevier Ltd."	"55"	NA	"122–129"	NA	NA	NA	"10.1016/j.biombioe.2013.01.016"	"http://dx.doi.org/10.1016/j.biombioe.2013.01.016"	"pubid: Ei5r6KrKXVQC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Dynamics of soil fauna after plantation of perennial energy crops on polluted soils"	"Hedde, Mickaël ; van Oort, Folkert ; Renouf, Eloïse ; Thénard, Jodie ; Lamy, Isabelle"	"Applied Soil Ecology"	NA	NA	"Growing demand for alternative energy sources has led to an increased production of biomass crops. In order to limit the use of fertile agricultural land for producing bioenergy, low quality agricultural land, as well as degraded or drastically disturbed soils have been proposed for the cropping of bioenergy cultivars. Our work aimed at assessing the dynamics of soil invertebrate diversity after plantation of perennial energy crops on metal polluted soils. The results were compared with invertebrate diversity dynamics in soils of other plots, representative either for the dominant land occupancies in the study area, or for unpolluted soil situations. We investigated taxonomic, compositional and functional dimensions of diversity in soil- and surface-dwelling communities. Changes in land use from annual crops to perennial energy crops led to a higher number of individuals in soil. No or few changes in taxonomic richness were recorded with an increasing age of energy cropping. Regarding functional diversity, the proportions of resident invertebrates tended to vary with the age of energy cropping, but neither the trophic composition nor the body spectra were modified. Our findings highlighted an increase of soil carrying capacity after perennial energy crop plantation on metal polluted soils, but effects on invertebrate diversity were limited. © 2013."	"66"	NA	"29–39"	NA	NA	NA	"10.1016/j.apsoil.2013.01.012"	"http://dx.doi.org/10.1016/j.apsoil.2013.01.012"	"pubid: s2G-WRnXBicC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Global biogeography of reef fishes: A hierarchical quantitative delineation of regions"	"Kulbicki, Michel ; Parravicini, Valeriano ; Bellwood, David R. ; Arias-González, Jesus Ernesto ; Chabanet, Pascale ; Floeter, Sergio R. ; Friedlander, Alan M. ; McPherson, Jana ; Myers, Robert E. ; Vigliola, Laurent ; Mouillot, David"	"PLoS ONE"	NA	NA	"Delineating regions is an important first step in understanding the evolution and biogeography of faunas. However, quantitative approaches are often limited at a global scale, particularly in the marine realm. Reef fishes are the most diversified group of marine fishes, and compared to most other phyla, their taxonomy and geographical distributions are relatively well known. Based on 169 checklists spread across all tropical oceans, the present work aims to quantitatively delineate biogeographical entities for reef fishes at a global scale. Four different classifications were used to account for uncertainty related to species identification and the quality of checklists. The four classifications delivered converging results, with biogeographical entities that can be hierarchically delineated into realms, regions and provinces. All classifications indicated that the Indo-Pacific has a weak internal structure, with a high similarity from east to west. In contrast, the Atlantic and the Eastern Tropical Pacific were more strongly structured, which may be related to the higher levels of endemism in these two realms. The \"Coral Triangle\", an area of the Indo-Pacific which contains the highest species diversity for reef fishes, was not clearly delineated by its species composition. Our results show a global concordance with recent works based upon endemism, environmental factors, expert knowledge, or their combination. Our quantitative delineation of biogeographical entities, however, tests the robustness of the results and yields easily replicated patterns. The similarity between our results and those from other phyla, such as corals, suggests that our approach may be of broad utility in describing and understanding global marine biodiversity patterns."	"8"	"12"	"e81847"	NA	NA	NA	"10.1371/journal.pone.0081847"	NA	"pubid: bbjcffOLshcC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Adult and larval traits as determinants of geographic range size among tropical reef fishes"	"Luiz, O. J. ; Allen, A. P. ; Robertson, D. R. ; Floeter, Sergio R. ; Kulbicki, Michel ; Vigliola, Laurent ; Becheler, R. ; Madin, J. S."	"Proceedings of the National Academy of Sciences of the United States of America"	NA	NA	"Most marine organisms disperse via ocean currents as larvae, so it is often assumed that larval-stage duration is the primary determinant of geographic range size. However, empirical tests of this relationship have yielded mixed results, and alternative hypotheses have rarely been considered. Here we assess the relative influence of adult and larval-traits on geographic range size using a global dataset encompassing 590 species of tropical reef fishes in 47 families, the largest compilation of such data to date for any marine group. We analyze this database using linear mixed-effect models to control for phylogeny and geographical limits on range size. Our analysis indicates that three adult traits likely to affect the capacity of new colonizers to survive and establish reproductive populations (body size, schooling behavior, and nocturnal activity) are equal or better predictors of geographic range size than pelagic larval duration. We conclude that adult life-history traits that affect the postdispersal persistence of new populations are primary determinants of successful range extension and, consequently, of geographic range size among tropical reef fishes."	"110"	"41"	"16498–16502"	NA	NA	NA	"10.1073/pnas.1304074110"	NA	"pubid: 4tNoA7Af41QC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Recovery trends in marine mammal populations"	"Magera, Anna M. ; Mills Flemming, Joanna E. ; Kaschner, Kristin ; Christensen, Line B. ; Lotze, Heike K."	"PLoS ONE"	NA	NA	"Marine mammals have greatly benefitted from a shift from resource exploitation towards conservation. Often lauded as symbols of conservation success, some marine mammal populations have shown remarkable recoveries after severe depletions. Others have remained at low abundance levels, continued to decline, or become extinct or extirpated. Here we provide a quantitative assessment of (1) publicly available population-level abundance data for marine mammals worldwide, (2) abundance trends and recovery status, and (3) historic population decline and recent recovery. We compiled 182 population abundance time series for 47 species and identified major data gaps. In order to compare across the largest possible set of time series with varying data quality, quantity and frequency, we considered an increase in population abundance as evidence of recovery. Using robust log-linear regression over three generations, we were able to classify abundance trends for 92 spatially non-overlapping populations as Significantly Increasing (42%), Significantly Decreasing (10%), Non-Significant Change (28%) and Unknown (20%). Our results were comparable to IUCN classifications for equivalent species. Among different groupings, pinnipeds and other marine mammals (sirenians, polar bears and otters) showed the highest proportion of recovering populations, likely benefiting from relatively fast life histories and nearshore habitats that provided visibility and protective management measures. Recovery was less frequent among cetaceans, but more common in coastal than offshore populations. For marine mammals with available historical abundance estimates (n = 47), larger historical population declines were associated with low or variable recent recoveries so far. Overall, our results show that many formerly depleted marine mammal populations are recovering. However, data-deficient populations and those with decreasing and non-significant trends require attention. In particular, increased study of populations with major data gaps, including offshore small cetaceans, cryptic species, and marine mammals in low latitudes and developing nations, is needed to better understand the status of marine mammal populations worldwide."	"8"	"10"	"e77908"	NA	NA	NA	"10.1371/journal.pone.0077908"	NA	"pubid: gnsKu8c89wgC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Rare species support vulnerable functions in high-diversity ecosystems"	"Mouillot, David ; Bellwood, David R. ; Baraloto, Christopher ; Chave, Jérôme ; Galzin, Rene ; Harmelin-Vivien, Mireille ; Kulbicki, Michel ; Lavergne, Sébastien ; Lavorel, Sandra ; Mouquet, Nicolas ; Paine, C. E. Timothy ; Renaud, Julien ; Thuiller, Wilfried"	"PLoS Biology"	NA	NA	"Around the world, the human-induced collapses of populations and species have triggered a sixth mass extinction crisis, with rare species often being the first to disappear. Although the role of species diversity in the maintenance of ecosystem processes has been widely investigated, the role of rare species remains controversial. A critical issue is whether common species insure against the loss of functions supported by rare species. This issue is even more critical in species-rich ecosystems where high functional redundancy among species is likely and where it is thus often assumed that ecosystem functioning is buffered against species loss. Here, using extensive datasets of species occurrences and functional traits from three highly diverse ecosystems (846 coral reef fishes, 2,979 alpine plants, and 662 tropical trees), we demonstrate that the most distinct combinations of traits are supported predominantly by rare species both in terms of local abundance and regional occupancy. Moreover, species that have low functional redundancy and are likely to support the most vulnerable functions, with no other species carrying similar combinations of traits, are rarer than expected by chance in all three ecosystems. For instance, 63% and 98% of fish species that are likely to support highly vulnerable functions in coral reef ecosystems are locally and regionally rare, respectively. For alpine plants, 32% and 89% of such species are locally and regionally rare, respectively. Remarkably, 47% of fish species and 55% of tropical tree species that are likely to support highly vulnerable functions have only one individual per sample on average. Our results emphasize the importance of rare species conservation, even in highly diverse ecosystems, which are thought to exhibit high functional redundancy. Rare species offer more than aesthetic, cultural, or taxonomic diversity value; they disproportionately increase the potential breadth of functions provided by ecosystems across spatial scales. As such, they are likely to insure against future uncertainty arising from climate change and the ever-increasing anthropogenic pressures on ecosystems. Our results call for a more detailed understanding of the role of rarity and functional vulnerability in ecosystem functioning."	"11"	"5"	"e1001569"	NA	NA	NA	"10.1371/journal.pbio.1001569"	NA	"pubid: w0odbtu79TwC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"The challenge of delineating biogeographical regions: Nestedness matters for Indo-Pacific coral reef fishes"	"Mouillot, David ; de Bortoli, Julien ; Leprieur, Fabien ; Parravicini, Valeriano ; Kulbicki, Michel ; Bellwood, David R."	"Journal of Biogeography"	NA	NA	"Aim The delineation of regions is a critical procedure in biogeography, but there is still no consensus about the best approach. Traditionally, a compositional dissimilarity index and a clustering algorithm are used to partition locations into regions. However, the choice of index and algorithm may have a profound impact on the final result, particularly when locations display different levels of species richness and when they are nested within each other. Our objective was to estimate the influence of species nestedness among locations on the delineation of biogeographical regions. Location As a case study, we used coral reef fishes (families Chaetodontidae, Pomacentridae and Labridae) from the Indo-Pacific, where a large richness gradient extends, often as a series of nested assemblages, from the species-rich Indo-Australian Archipelago (Coral Triangle) to species-poor peripheral locations. Methods We used the turnover and nestedness components of the Sørensen and Jaccard dissimilarity indices to estimate the effect of nestedness on the delineation of biogeographical regions. In addition, we compared the results with those obtained using a parsimony analysis of endemicity (PAE). Results Low Mantel correlation values revealed that the PAE method assembled locations in a very different way than methods based on dissimilarity indices for Indo-Pacific coral reef fishes. We also found that nestedness mattered when delineating biogeographical units because, for both the Sørensen and the Jaccard indices, reef fish assemblages were grouped differently depending on whether we used the turnover component of each index or the complete index, including the nestedness component. The turnover component ignored variation in species richness attributable to differences in habitat area between locations, and permitted a delineation based solely on species replacement. Main conclusions We demonstrate that the choice of the component used to measure dissimilarity between species assemblages is critical, because it may strongly influence regional delineations, at least for Indo-Pacific coral reef fishes. We conclude that the two components of the dissimilarity indices can reveal complementary insights into the role that history may have played in shaping extant patterns of biodiversity."	"40"	"12"	"2228–2237"	NA	NA	NA	"10.1111/jbi.12194"	NA	"pubid: k8toY4Q4EC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Global patterns and predictors of tropical reef fish species richness"	"Parravicini, Valeriano ; Kulbicki, Michel ; Bellwood, David R. ; Friedlander, Alan M. ; Arias-González, Jesus Ernesto ; Chabanet, Pascale ; Floeter, Sergio R. ; Myers, Robert E. ; Vigliola, Laurent ; D'agata, Stéphanie ; Mouillot, David"	"Ecography"	NA	NA	"In the marine realm, the tropics host an extraordinary diversity of taxa but the drivers underlying the global distribution of marine organisms are still under scrutiny and we still lack an accurate global predictive model. Using a spatial database for 6336 tropical reef fishes, we attempted to predict species richness according to geometric, biogeographical and environmental explanatory variables. In particular, we aimed to evaluate and disentangle the predictive performances of temperature, habitat area, connectivity, mid-domain effect and biogeographical region on reef fish species richness. We used boosted regression trees, a flexible machine-learning technique, to build our predictive model and structural equation modeling to test for potential ‘mediation effects' among predictors. Our model proved to be accurate, explaining 80% of the total deviance in fish richness using a cross-validated procedure. Coral reef area and biogeographical region were the primary predictors of reef fish species richness, followed by coast length, connectivity, mid-domain effect and sea surface temperature, with interactions between the region and other predictors. Important indirect effects of water temperature on reef fish richness, mediated by coral reef area, were also identified. The relationship between environmental predictors and species richness varied markedly among biogeographical regions. Our analysis revealed that a few easily accessible variables can accurately predict reef fish species richness. They also highlight concerns regarding ongoing environmental declines, with region-specific responses to variation in environmental conditions predicting a variable response to anthropogenic impacts."	"36"	"12"	"1254–1262"	NA	NA	NA	"10.1111/j.1600-0587.2013.00291.x"	NA	"pubid: e0LTWoPxLYMC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Ten simple rules for writing a literature review"	"Pautasso, Marco"	"PLoS Computational Biology"	NA	NA	"Literature reviews are in great demand in most scientific fields. Their need stems from the ever-increasing output of scientific publications [1]. For example, compared to 1991, in 2008 three, eight, and forty times more papers were indexed in Web of Science on malaria, obesity, and biodiversity, respectively [2]. Given such mountains of papers, scientists cannot be expected to examine in detail every single new paper relevant to their interests [3]. Thus, it is both advantageous and necessary to rely on regular summaries of the recent literature. Although recognition for scientists mainly comes from primary research, timely literature reviews can lead to new synthetic insights and are often widely read [4]. For such summaries to be useful, however, they need to be compiled in a professional way [5]. When starting from scratch, reviewing the literature can require a titanic amount of work. That is why researchers who have spent their career working on a certain research issue are in a perfect position to review that literature. Some graduate schools are now offering courses in reviewing the literature, given that most research students start their project by producing an overview of what has already been done on their research issue [6]. However, it is likely that most scientists have not thought in detail about how to approach and carry out a literature review. Reviewing the literature requires the ability to juggle multiple tasks, from finding and evaluating relevant material to synthesising information from various sources, from critical thinking to paraphrasing, evaluating, and citation skills [7]. In this contribution, I share ten simple rules I learned working on about 25 literature reviews as a PhD and postdoctoral student. Ideas and insights also come from discussions with coauthors and colleagues, as well as feedback from reviewers and editors."	"9"	"7"	"e1003149"	NA	NA	NA	"10.1371/journal.pcbi.1003149"	"https://dx.plos.org/10.1371/journal.pcbi.1003149"	"pubid: qYOp8iumCsAC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Forest ecosystems and global change: The case study of Insubria"	"Pautasso, Marco"	"Annali di Botanica"	NA	NA	"forest ecosystems face multiple challenges due to climate change, invasive species, urbanization, land use change and the interactions between these global change drivers. this review provides an overview of such challenges for the case study of insubria. insubria is a region on the southern side of the european alps, famous for its stunning lakes (e.g., como, Garda, Lugano, Maggiore), blessed by a relatively mild and humid climate, and shaped by the geologic fault line between the african and european plates. Global change impacts in insubria pose a threat to its biodiversity and chestnut woodlands, particularly through modified winter forest fire regimes. insubric biodiversity conservation, in turn, is essential to counteract the effects of climate change. sustainable management of insubric forests is made more difficult by rural abandonment, air pollution and invasive exotic species. there is a need to develop reliable long-term bio-indicators and to predict the shift of insubric species, ecosystems and treelines due to rapid climate changes. insubric studies on forests and global change call for enhanced international collaboration in forest management and research. interdisciplinary approaches are needed to move from studies of single global change drivers to experiments, scenarios and models taking into account their combination and our responses to global change."	"3"	NA	"1–29"	NA	NA	NA	"10.4462/annbotrm-10092"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939182662%7B&%7DpartnerID=40%7B&%7Dmd5=296a1dc1298c0d8363514043ad885117%0Ahttps://www.scopus.com/inward/record.uri?eid=2-s2.0-84939182662%257B%255C%257B%257D%257B%255C&%257D%257B%255C%257D%257DpartnerI"	"pubid: wgKq3sYidysC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"European ash (Fraxinus excelsior) dieback: A conservation biology challenge"	"Pautasso, Marco ; Aas, Gregor ; Queloz, Valentin ; Holdenrieder, Ottmar"	"Biological Conservation"	NA	NA	"Common ash (Fraxinus excelsior) is a keystone tree species throughout temperate Europe whose future existence is threatened by an emerging invasive fungal disease. Ash dieback, which first appeared in Poland in the 1990s, has rapidly spread to most eastern, central and northern European countries. The causal agent of the disease, the ascomycete Hymenoscyphus pseudoalbidus (anamorph Chalara fraxinea), was recently described as a new species. Given that the disease lethally affects ash trees of all age classes, and that ash tree mortality levels are high, F. excelsior and the many organisms dependent on ash trees are under threat. Based on a literature survey, we provide an overview of the present knowledge on ash dieback, identify practical recommendations and point out research needs. The observation of relatively resistant individual ash trees (although at very low frequency) calls for a rapid germplasm collection effort to establish a breeding program for resistance or tolerance to the disease. Ash trees that appear to be tolerant to the pathogen should not be felled, unless they pose an unacceptable risk to people's security. Given that the pathogen does not form propagules on wood, and given the importance of deadwood for biodiversity conservation, dead and dying ash trees should be left in the forest. Landscape pathology and genetic tools can be used to reconstruct the dispersal pathways of H. pseudoalbidus and to identify environmental features associated with variation in disease severity, so as to better predict the further development of the epidemic. Observations on differences in susceptibility of various ash species are needed to locate the geographic origin of the pathogen and to identify Fraxinus species which might be used for resistance breeding or even replacement of F. excelsior. Conservation biologists, landscape managers, restoration ecologists, social scientists and tree geneticists need to engage with forest pathologists and the various stakeholders throughout the distributional range of F. excelsior so as to tackle this pressing conservation challenge. © 2012 Elsevier Ltd."	"158"	NA	"37–49"	NA	NA	NA	"10.1016/j.biocon.2012.08.026"	"http://dx.doi.org/10.1016/j.biocon.2012.08.026"	"pubid: qhW0HyKmSusC"
"DAFNEE"	"CESAB"	"journalArticle"	"2013"	"Dieback of European ash: Let's avoid this kind of opportunities for nature conservation"	"Pautasso, Marco ; Aas, Gregor ; Queloz, Valentin ; Holdenrieder, Ottmar"	"Biological Conservation"	NA	NA	"Common ash (Fraxinus excelsior) and its associated biodiversity are now threatened by an emerging fungal disease caused by the ascomycete Hymenoscyphus pseudoalbidus. In their commentary on our review of this issue (Pautasso et al., 2013), Heilmann-Clau-sen et al. (in press) doubt that the current dieback of European ash is an unequivocal threat to biodiversity, because positive effects of ash dieback (if managed wisely) are likely to counterbalance or outweigh negative effects. We agree that wise management of this plant health issue is essential and have indeed called for collabora-tion among conservation biologists, forest pathologists, landscape managers, restoration ecologists, social scientists, tree geneticists and the various stakeholders (Pautasso et al., 2013). Given that in-ter-and trans-disciplinarity are easier said than done, we still think that the negative effects on biodiversity of ash dieback should not be underestimated. Heilmann-Clausen et al. (in press) point out that bryophytes, fungi, insects and lichens dependent on ash trees may manage to survive on other tree hosts even if ash disappears. Whilst this is possible, we fear that this might not be so for all species, and that some ash-dependent species may disappear if ash tree populations are reduced below a critical density (Jönsson and Thor, 2012). We believe that we would be well advised to adopt the precautionary principle, given that there is still an incomplete knowledge of the biodiversity specifically associated with common ash, although some figures are starting to appear (Sansford, 2013). Moreover, ecosystem health is not just a metaphor. Exacerbated tree mortal-ity can lead to the loss of ecosystem services normally taken for granted, e.g. climate regulation and carbon sequestration. Furthermore, Heilmann-Clausen et al. (in press) argue that ”massive dieback of trees in response to naturally occurring distur-bances – including insect or fungal outbreaks – is a natural phe-nomenon in northern temperate forest ecosystems.” We regret that the current mortality of Fraxinus excelsior trees of all ages through much of the distributional range of this keystone species is not a natural event, as the pathogen was introduced from Asia. Ash has not just economic importance because of its use by the wood industry, but also because of cultural values, which go back to ancient times. On top of this, Emerald ash borer (another legacy of increased trade from Asia, which is leading to the demise of North American ash trees, with consequences for human health due to the stronger heat waves in the absence of ash trees, Donovan et al., 2013) has been reported from the Moscow region, and is thus likely to make it harder to breed for tolerance to European ash dieback. Heilmann-Clausen et al. (in press) report little evidence of biodiversity losses resulting from past tree dieback events. We believe that lack of evidence is not evidence of absence (Waller, 2013). The ecosystem impacts of outbreaks of exotic tree patho-gens have been documented, e.g., for Phytophthora ramorum (Paut-asso, 2013a). Ash tree mortality may temporarily boost the presence of forest glades, but may also favour the invasion of exo-tic tree species such as Ailanthus altissima, Prunus serotina, and Robinia pseudoacacia. In addition, ash mostly occurs as a mixed tree species and the space becoming available due to ash mortality will be promptly occupied by neighbouring tree species which cast more shade than ash trees. Heilmann-Clausen et al. (in press) also remark that slowly dying weakened trees and dead wood are important habitats. We agree that these features are an essential resource for saproxylic organ-isms, and that ash dieback is currently a major producer of dead-wood in affected European forests. But, after this surge, production of ash deadwood will markedly decline due to the lack of recruit-ment, because the disease is affecting also saplings and young trees and given the general lack of resistance of ash populations. Finally, Heilmann-Clausen et al. (in press) are in favour of leav-ing woodland affected by ash dieback to follow its natural course, without replanting with productive, disease-resistant tree species, including introduced conifers. We agree with this suggestion, and note that introduced conifers are generally not disease-resistant, but are also affected by a plethora of pests and pathogens, which can contribute to diversifying artificial, dark, and uniform exotic tree monocultures. In conclusion, whilst some positive side-effects of ash dieback may be present temporarily, this and other emerging exotic tree diseases still pose a challenge for native biodiversity conservation. European woodland may partly withstand the loss of ash due to the presence of other tree species, but (1) ash dieback is happening in concomitance with other threats to biodiversity (e.g., climate change, industrial forestry and agriculture, chronic pollution and urban sprawl), (2) Europe is already impoverished in its tree biodi-versity compared to North America and Asia for climatic and his-torical reasons, and (3) there is a risk that similar dieback events might affect other tree species in the near future if the unprece-dented levels of trade in plants for planting, bonsai, and other plant commodities carry on. We agree that more imaginative ways to re-spond to exotic tree diseases are needed (Pautasso, 2013b). Ulti-mately, ash dieback could lead to benefits from a nature conservation point of view if it provides the tipping point for an improvement of plant biosecurity approaches (Tree Health and Plant Biosecurity Expert Taskforce, 2013). References Donovan, G.H., Butry, D.T., Michael, Y.L., Prestemon, J.P., Liebhold, A.M., Gatziolis, D., Mao, M.Y., 2013. The relationship between trees and human health. Evidence from the spread of the Emerald Ash Borer. Am. J. Prevent. Med. 44, 139–145. 0006-3207 -see front matter Ó."	"167"	NA	"452–453"	NA	NA	NA	"10.1016/j.biocon.2013.07.020"	"http://dx.doi.org/10.1016/j.biocon.2013.07.020"	"pubid: E2bRg1zSkIsC"
